,category,manufacturer,product,name,date,rating,text,newline_count,review_len,special_char_count,manufacturer_count,product_count
42,반려동물용품,굿데이,건강한육포 반려견간식,정*인,2020.05.28,1,강아지 4년째 키우면서 수많은 간식을 사먹였는데 개미가 꼬인적은 처음입니다 집에 개미새끼 한마리 없었는데 이 간식을 뜯자마자 개미가 엄청 많이 생겨서 고생중입니다,0,90,0,0,0
43,반려동물용품,굿데이,건강한육포 반려견간식,김*서,2019.04.15,1,"이거 먹고 토하는데 왜 그르지요.....
간식 먹고 토한적 없고 늘 사먹이던 반려견용 건강한 육포(닭가슴살)가 품절이라 시켜밨는데
이건 먹고 토해서 어떡해야할지 모르겠네요........못먹이겠어요",2,109,2,0,0
44,반려동물용품,굿데이,건강한육포 반려견간식,박*영,2020.07.08,1,"이제품 먹이고나서 두시간동안 계속 초코가 방구를끼는데 
진짜 냄새때매 미치겟어요 ㅋㅋㅋㅋㅋㅋㅋ
방구냄새때매 못먹이겠는데 이정도면 문제있는거 아닐까요....",2,86,0,0,0
45,반려동물용품,굿데이,건강한육포 반려견간식,손*자,2020.05.24,1,"뜯자마자 썪은 냄새가 확~~ 나네요 ㅠㅠ
지난번에는 고소한 냄새가 나서 운 강쥐가 잘먹었는데 이번엔 ㅠㅠ 2019년  제품이라고 적혀 있는데 ~~ 그냥 버려야 겠네요",1,92,4,0,0
46,반려동물용품,굿데이,건강한육포 반려견간식,지*주,2020.11.12,1,5개월아가인대 닭은 알레르기가있어서 오리시켰는대 폭풍설사했어요 첨엔 어떤음식때문인지 몰라서 기존에 먹이던걸 하루씩 안먹여봤더니 이스틱이 범인이더라구요 얼마 못먹이고 다버렸...ㅠ상한거같진 않던대 암튼 우리아가랑 안맞았나봐요,0,124,0,0,0
47,반려동물용품,굿데이,건강한육포 반려견간식,댕댕이들,2019.12.06,1,뜯을때부터 시큼한 냄새 나는데 유통기한도 아직 멀어서 기분 탓인줄 알았고... 그냥 아이들 먹였더니 둘 다 설사를 하네요... 싹 다 버렸어요...,0,82,0,0,0
48,반려동물용품,굿데이,건강한육포 반려견간식,박*진,2019.05.04,1,"냄새가 썩은내가 나요
충격적이여서
강쥐 토할것 같음
변상태 봐야할듯요 완전 썩은고기 탈색하고 말려서 색깔만 맞춘거 같은 드러운 느낌",3,73,0,0,0
49,반려동물용품,굿데이,건강한육포 반려견간식,이*근,2020.05.21,1,"댓글에  다른분들 말랑하신다고 그러는데
너무 마르고 딱딱해서 부서지고 씹어먹기가
힘드는데  나만그런가요??
너무 딱딱한듯해서 먹이기  겁나는데",3,79,2,0,0
50,반려동물용품,굿데이,건강한육포 반려견간식,콩지몽실,2020.06.27,1,"애기들 몸에 피부병이 생겨서 난리도 아녀요
도대체 오리 간식 만들때 뭣을 넣길내 피부가 뒤집어지는지 이해가 안갑니다
수제간식~?
개똥이요",3,76,2,0,0
51,반려동물용품,굿데이,건강한육포 반려견간식,서*원,2019.06.07,1,"어찌나 딱딱한지 가위로자르기도 힘들뿐더러
그나마 자르고나면 바닥에 가루가 ㅠㅠ
애기가 아직어려서 이빨도이빨이지만
소화안될까봐 못주겠네요",3,75,0,0,0
