,name,manufacturer,product,date,rating,text,newline_count,review_len,special_char_count,manufacturer_count,product_count
893,noga*****,윈드피아,선풍기,2018.07.18,5,너무 괜찮은데요? 4단계 초미세풍하고 어제 잤는데 꿀잠잤습니다.소음도 적은편이고. 리모컨 선풍기가 2대있는데 선풍기 리모컨은 싸이즈가 작아서 매번찾다가 그냥 손으로 계속 틀어서 리모컨없는거로 샀습니다,0,111,0,0,2
894,ksc1**,윈드피아,선풍기,2019.06.26,5,배송빠르고 소음도없고 좋습니다 바람도 쎄구요 ㅋㅋ근데 좀더주고 산 선풍기랑 비교했을땐 더주고산게 더좋긴하네요 가성비가 좋아서 추천해요 ㅎㅎ선풍기가 잘돌아가기만하면되는거니 성능면에서도 만족합니다,0,107,0,0,2
895,c920*************,윈드피아,선풍기,2016.06.02,5,배손이 3일정도 걸리긴했는데 그만큼 만족하는 상품이네요! 동생이 비슷한 기능에 2천원 더저렴한 선풍기 삿는데 디자인도 만족스럽고 리모컨이 우선 기능이 더좋고 잘먹어서 저렴하지만 비싸보이는 선풍기예요,0,110,0,0,2
896,kyon*****,윈드피아,선풍기,2013.07.22,5,쓰던 선풍기들이 골골대고 갈아줘야 할것 같아서 3개를 구매 했습니다. 크게 불량이 오거나 불만족스러운 것은 없으나 약간씩 상품이 틀리네요 하나는 높낮이 조절이 좀 뻑뻑하고 하나는 선풍기 머리 위아래로 하는게 좀 뻑뻑하고 하나는 선풍이 모터캡 부분이 좀 더럽고 마감이 완전하진 않지만 가격을 생각한다면 그냥 넘어갈 만 합니다.ㅋ,0,182,0,0,2
897,albe******,윈드피아,선풍기,2013.07.20,5,배송도 빠르고요~ 가격도 저렴해서 구매했어요~! 상품받았을때 색깔도 이쁘고 좋았는데 조립하고 보니까 냄새가 너무 많이 나서 방에서 틀기가 좀 그랬어요~! 하루종일 마루에서 틀어서 냄새를 없앴고요 지금은 너무 좋아요~ 새로 사시는 분들은 하루정도는 냄새나니까 환기시키고 하루종일 정도 틀어보면 냄새는 다~도망가요~~ 아주 이쁘고 가격도 저렴해서 적극 추천해요~!,0,201,8,0,0
898,prot*****,윈드피아,선풍기,2018.07.06,5,조금한 박스에 머가왔나 봤더만 주문한 선풍기가 왔네요~조립을 하다보니 망도 부품도 조금해서 약하지 않을까 생각했는데 조립후 사용해보니 불편하지않고 시원하네요. 잘사용할께요,0,95,1,0,1
899,dili*******,윈드피아,선풍기,2016.08.13,5,선풍기 날개가 크면서 높이가 낮아서 사무실 집 어디서든 쓰지 좋은거 같아요 보통 사무실에서 날개가 작은걸 쓰는데 그럼 별로 안시원하거든요 ㅋㅋ 이건 정말 시원하고 가격도 착하네요~덕분에 올 여름은 시원하게 ㅋㅋ 감사합니다,0,123,1,0,1
900,myso******,윈드피아,선풍기,2018.09.04,5,조립 간편하고 소음도 적어요ㅋ 리뷰보니 소음이 심하다는 사람들도 있던데 완전 조용하고 괜찮아요ㅋ 정말 착한가격에 좋은물건 구매했어요ㅋㅋ,0,75,0,0,0
901,kh67**,윈드피아,선풍기,2019.08.13,5,처음 선풍기를 틀었을땐 약간의 플라스틱 타는 냄새가 났어요 시간이 좀지나니까 없어지긴 했어요 소음은 좀나는 편이네요 바람세기는 좋아요,0,74,0,0,1
902,snow******,윈드피아,선풍기,2012.08.03,5,2만 5천원이라길래 너무 싼거 아닌가 하고 걱정했어요 직접 조립하고 트니 미풍이 생각보다 조금 세고 소음도 약간 더 큰거 같지만 품질에는 이상 없네요 아주 좋습니다. 예쁘기도 하구요! 가격대비 매우 만족! 근데 배송은 왜그러나요?? 배송전 연락달라고 했는데 그냥 덩그러니 가져다놓으시구..,0,161,0,0,0
903,mhjl***,윈드피아,선풍기,2011.07.03,5,서울에서 자취하면서 쓰려고 구입했는데 작아도 바람세기도 좋구 디자인도 귀여워서 만족했는데 이번에 엄마가 필요하다해서 두개나 사서 보냈습니다 엄마도 너무 귀엽구 바람세기도 완전 좋다고 하시네요 잘쓸께요!!,0,113,0,0,0
904,esta******,윈드피아,선풍기,2015.07.27,5,강추합니다.. 선풍기가 가격대비뛰어납니다. 버튼도 커서 누르기 편하고 앏은 리모컨도 작동성이 좋습니다. 기본 바람(약풍이상)은 일반적인 날개 소음이고 미세풍은 아주 조용해서 잠잘때 딱인것 같습니다. 한가지 바람이 있다면 후면 날개살 조립시에 구멍에 딱맞아 고정이 되면 더 좋을것 같습니다. 많이 파세요~,0,169,3,0,1
905,juli*****,윈드피아,선풍기,2015.08.08,5,좋아요 무더운 여름날을 그냥 보내기가 이쉬웠습니다. 인테넷을 검색하다가 저렴하고 멋진 선풍기를 보았습니다. 11번가의 윈드피아 선풍기는 맘에 쏙듭니다. 가격은 정말 저렴합니다 .가격이 사다고 물건을 우숩게 보아서는 안됩니다. 개인적으로 추천하는데 망설이지 않습니다. 잘 사용하겠습니다.,0,159,0,2,2
906,scs5***,윈드피아,선풍기,2016.08.10,5,거실에 쓸려고샀는데 높이도 괜찮고 풋버튼 리모컨 편하고좋네요 한가지아쉬운건 타이머가 쫌 조잡하다랄까 시간을 누적해서 타이머로 사용한다는게 뭔가 쫌 그렇네요ㅎ 타이머빼곤 가격 기능 다 만족,0,104,0,0,0
907,noss************,윈드피아,선풍기,2016.06.13,5,가격도 저렴하고 배송도 빠르고 무엇보다 리모컨 선풍기를 저렴하게 사서 좋아요 제일 약한게 미풍인줄 알았는데 미세풍이 있었네요 ㅎ 미세풍으로 해놔도 시원하네요~ 리모컨이 너무 작아 귀여워요 ㅎ,0,106,1,0,1
908,kama****,윈드피아,선풍기,2020.05.31,5,원룸에 쓸만합니다 소리 별로 안나요 설명서는 수정이 필요할듯 플라스틱캡만 분리하면 조립가능합니다,0,53,0,0,0
909,namc****,윈드피아,선풍기,2020.07.03,5,가격대비 가성비가 뛰어난것 같아 마음에 쏙 듭니다.3단으로 작동시 소음이 있긴 하지만 사무실에서 사용하기에는 크게 문제되지는 않는것 같습니다.이렇게 저렴한 가격에 리모컨까지 있어 매우 만족합니다,0,108,0,0,0
910,popo****,윈드피아,선풍기,2015.07.26,5,"완전 좋아요~ 두개를 구매했어요. 높은거 블랙색상 리모컨 있는거랑, 동일한데 미세풍 되는거 각각 써보려구요~ 근데 둘다 너무좋네요ㅠㅠ 여름에 선풍기가 이렇게 시원한건지 새삼느껴요! 열대야도 걱정없어요 ㅎㅎ 정말!!",0,119,2,0,1
911,보리맘,윈드피아,선풍기,2017.06.24,5,고1아이가 10분도 안걸려서 조립했어요. 선풍기날개 끼우는부분 불량때문에 낑낑거리긴했어도 조립이 어렵진않았어요. 리모컨도 일단은 잘되구요.,0,77,0,0,1
912,laon*****,윈드피아,선풍기,2015.08.19,5,짱짱 집에 가족이 3명이라 각각 한대씩 필요했는데 2대 밖에없어서 맨날 싸우고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ잘산것같아요 싼제품이라 잔고장이나 소음이 걱정되었는데 소음없고 바람도 세고 너무 좋네요 많이파세요^^,0,111,2,0,0
913,elac**,윈드피아,선풍기,2011.09.11,5,비싼 브랜드 제품 다 필요없음 짱좋음 일단 조그맣고 실용적임 원래 삼x쓰던 거 일년도 안되서 버리고 이거 산건데 흡입력 캐짱임 대박 상품이고 강츄합니다 사진 보세요 귀엽고 시원하니 진짜 좋아요,0,107,0,0,0
914,chan*******,윈드피아,선풍기,2011.08.15,5,밑바침은 조립하기 어려워서 신랑이 했어요 .웬만한 물건은 혼자 조립하는 편인데 좀 무겁고 손에 뭍어나는것도 있어서 조립하기 힘들더라고요..하튼 이마트랑 농협 하나로마트가보니 5만원도 넘던데 싸게 잘 샀어요,0,114,0,0,0
915,hyji**,윈드피아,선풍기,2017.07.08,5,주문하고 다음날 받았어요 배송 진짜 만족합니다~ 조립도 어렵지 않네요 성능도 좋네요 에어컨이랑 같이 사용하려고 주문했는데 잘 쓸거 같아요,0,76,1,0,0
916,egdw****,윈드피아,선풍기,2015.06.11,5,좋네요^^ 전 침대에 쓰려고 일부러 키높이에 리모컨형 했는데요~ 블랙이라 뭔가 고급져보이고 리모컨형이라 사용하기 편해요~ 인치가 커서 그런지 바람도 더 쎄고 ㅎㅎ 높아서 침대에서 사용하기 아주 좋네요^^,0,113,6,0,0
917,pckp***,윈드피아,선풍기,2011.06.27,5,감사합니다 선풍기덕분에 밤에잘때 이제 시원하게 잘수있게되었어요 대게 시원하구 배송도 빠르고 가격도 저렴하고 좋아요 다맘에들어요 감사합니다.더운여름 선풍기 하나사셔서 시원한여름보내세요~~~^^,0,106,5,0,2
918,togg*****,윈드피아,선풍기,2016.08.12,5,상표만달랐지 다 똑같은거같아요 글구 윈드피아껀 특별히 이뿐게 더많네요 맘에들어요~~유명한상표라해도 생산지 다 중국이고 디자인비슷비슷 값만비싸구 다를게없어요 윈드피아좋아요 강추입니다,0,100,2,4,0
919,mani*****,윈드피아,선풍기,2014.06.09,5,"인터넷으로 주문전에 집앞 홈플러스 제품과 비교해서, 가격은 절반이하, 성능은 동일... 뭐 굳이 오프라인으로 사 필요가 안느껴집니다. 홈플러스라고 해도 사고나서, AS가 원활치 않을수도 있고, 이래저래 귀찮을거라는 생각에... 심지어는 쓰다가 망가지면 하나 더 사야겠다는, 편안한 마음입니다. 굿~~ 추천합니다.",0,174,2,0,0
920,hwan*****,윈드피아,선풍기,2013.08.20,5,남편이 사무실에서 사용할 선풍기를 원했어요.. 오래 사용하고 싶은 생각에 집은 신일이나 한일로 구입했는데 사무실이라고 해서 가격이 좀 저렴한 걸로 찾다가 만난 제품^^ 근데 정말 좋아요~^^ 바람 시원하고 제품 외관 깔끔하고.. 남편이 무척 좋아했답니다.. 제품보고 저도 저렴하고 좋은 이걸로 구매할 껄 그랬나 후회도ㅋㅋㅋ,0,180,5,0,1
921,kiki******,윈드피아,선풍기,2017.07.31,5,"저렴한 가격에 잘 구매했어요~ 우선 디자인도 깔끔해서 맘에 들구요~ 소음이 있다는 분들도 계셔서 조금 걱정했는데, 그냥 이가격대에 보통 선풍기 정도인거 같아요~ 고민 많이하고 구매했는데 만족합니다.ㅎ",0,111,3,0,1
922,chle******,윈드피아,선풍기,2015.06.09,5,다른 곳보다 확실히 가격대비 만족.적극추천합니다. 도착해서 확실히 써보니 가격대비 완전 좋구요. 특히 소비전력이 3등급이요 확실히 믿고 살 수 있을거 같아요. 그리고 간편히 조립가능하구요. 이정도 가격에 절대 이런 선풍기는 없을거 같네요 저는 매우 만족합니다.,0,145,0,0,1
923,kerr******,윈드피아,선풍기,2011.06.23,5,우선 빠른배송에 감사드립니다~ㅋ 가격이 저렴하여서 내심 걱정을 하였습니다만 받고나서 집에가서 조립하고 사용해보니 아주 흡족하네요^^ 크기도 딱 적당하고 맘에 쏙 듭니다. 제품에 가끔 하자가 있다는 댓글을 보고 요리조리 살펴보았는데 제 선풍기는 아무 하자가 없어서 좋았습니다^^ 많이 파시구 번창하세여~~~,0,170,8,0,1
924,kang*******,윈드피아,선풍기,2013.08.08,5,16인치로얄리모콘선풍기[WF-5000R] 처음 배송된 제품은 문제가 있어 찜찜하기는 했으나 새 제품으로 물건을 받아 보아서 사용해본결과 상당히 마음에 듭니다. 소음은 약간 있으나 전혀 문제 되지 않는 정도고 바람세기도 강하고 디자인도 괜찮고 가격대비 매우훌륭합니다. 많이 파세요.,0,156,3,0,1
925,jiyo********,윈드피아,선풍기,2013.07.31,5,머리통이 쇠로 되있어서 괜찮네요~ 전에 싸서 산 선풍기는 날개끼우는 모든 모리통이 다 플라스틱이라 반품했는데 이건 괜찮아요~리모컨도 편하고 흰색이 깔끔하니 좋네요~강추합니다~^^,0,99,6,0,1
926,제임스,윈드피아,선풍기,2018.06.06,5,일단 싸고 좋네요 타이머는 있구요 회전 선택하는게 위에 붙어 있네요 선풍기도 오래쓰는 물건인데 얼마나 갈진 몰겠네요 막쓰긴 좋습니다,0,73,0,0,1
927,scv2***,윈드피아,선풍기,2017.05.22,5,"디자인도 깔끔하고, 너무 무겁지도 않고 좋아요:) 다만 수면풍 자연풍은,, 어떤 의미가 있는지 사실 잘 모르겠네요ㅎㅎㅎ 그냥 켜졌다 꺼졌다 켜졌다 꺼졌다 반복하는가같아요..ㅎ",0,97,2,0,0
928,tbdt****,윈드피아,선풍기,2014.05.31,5,가격대비 만족이구요 사용설명서에 그려진 부품?이랑 실제부품이랑 다르게생겨서 조립할때 이런거 첨해보는 저로써는 조금 혼란스러웠지만 다해놓으니 시원하고좋네요 가격대비 만족입니다.,0,97,0,0,0
929,tjfx*****,윈드피아,선풍기,2016.12.08,5,친정에 선풍기가 부족해 구입 했어요 조립도 간단하고 바람도 시원해 만족스럽네요 가격도 저렴해서 더더욱 좋아요,0,60,0,0,1
930,dbsw******,윈드피아,선풍기,2017.07.12,5,조립도 생각보다 쉽고 구식선풍기를 쓰다가 리모콘도있고 발터치되는 상품쓰다보니 엄청 편하네요~~ 바람세기를 올릴수록 소음은 어쩔수없네요~ 그래도 새 제품이라 더 시원한것 같고 잘산거 같아요 ㅎ,0,106,3,0,1
931,ㅋㅋ,윈드피아,선풍기,2017.06.13,5,다 분리되는거네요.박스가 납작해서놀람ㅎ디자인고깔끔하고 좀 찍히긴했는데 상관은없고. 드라이버가있어서조립했는데 없는사람은 나사돌릴게필요합니다요.바람세기조절도여러가지고 암튼 다좋아요.개좋음.,0,103,0,0,0
932,redi***,윈드피아,선풍기,2013.08.11,5,선풍기를 십년만에 구입~! 16인치를구매~! 가정용ㅇ같지않게. 크더군요~! 벗 디자인도 이쁘고~! 단 선풍기 철망 부분 고정 플라스틱이 부서져서 와서 그냥 쓰고있답니다. 담당자분이 플라스틱좀 보내주세요,0,112,4,0,2
933,fpxl**,윈드피아,선풍기,2011.08.10,5,선풍이 저어어엉말 긴거 가타요ㅋㅋㅋ정말 조은듯ㅋㅋㅋㅋㅋㅋㅋ바람도 쎄네요ㅋㅋ ㅋ ㅋㅋ근데 은색으로 된 곳이 벗겨질까봐 걱정되네요ㅠ그래도 싼 가격에 이정도면 정말 좋은 거 같아요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,107,0,0,0
934,hfer**,윈드피아,선풍기,2011.08.17,5,"16인치 거실용으로 샀는데, 정말 시원합니다. 가격 만큼 한다는 생각도 들지만, 선풍기의 주목적인 시원함을 원하신다면 강추합니다. 가격 대비 기능성이 짱~ 입니다. 더하여 회전 기능도 있어서 에어컨과 함께 쓰면 절전하실 수도 있어요. 더운 집이 금방 시원해 집니다. 이젠 금방 집이 추워져서 선풍기/에어컨 쓸 시간도 짧아졌어요^^",0,184,4,0,2
935,yunm***,윈드피아,선풍기,2011.08.05,5,처음 받았을때 조립하기 힘들지 않을까했더니 하나도 힘들지 않네요. 조금 불편했던것은 조립하다 보니 선풍기 날개를 끼울려면 가운데 고정 시키는걸 빼고 집어넣어야하는데요. 이거 돌려서 빼기가 쉽지않더라구요. 손 다칠것 같아서 무서웠습니다. 그외엔 선풍기도 잘돌아가고 아주 만족하고 있습니다.,0,160,0,0,2
936,ursa***,윈드피아,선풍기,2017.06.03,5,간단조립...단지 밑판 전선 마무리가 원활치 않음.그렇다고 큰힘 드는것은 아니고 조립10분 완성에 전선마무리 6~7분소요....부드럽게 밀어넣으면 됨,0,83,1,0,0
937,ahal*****,윈드피아,선풍기,2013.06.27,5,사실 너무 모양에만 신경쓰면 기능이 떨어질가봐 걱정했었어요. 헌데 너무 성능도 좋고 이쁘네요. 간단한 조립 후에 쓸 수가 있네요. 저는 민트로 구입했는데 시원하니 좋아요. 조그만 날개8개가 처음에는 연약해보였는데 돌려보니 성능은 다른 것과 같네요. 착한 가격에 이쁜 선풍기로 올 여름을 나렵니다.,0,165,0,0,1
938,ksy9***,윈드피아,선풍기,2011.06.21,5,"택배기사님께서 친절히 갖다주셨어요.. 방금받아서 조립했어요.. 높이보시라구 옷장앞에서 ^^리모컨두 잘작동되구... 근데..약간 선풍기가..튼튼하단느낌은조금 ...ㅠㅠ 불안해서 ""강""으로 놓을때멀리떨여저서 리모컨으로돌려봤다는거ㅋㅋ 바람은일반선풍기랑 같은듯... 암튼괜찮은듯해요",0,153,4,0,2
939,sblo****,윈드피아,선풍기,2017.10.14,5,진짜 선풍기 맘에 듭니다 이전에 사용하던 선풍기가 오래 데서인지 바람이 너무 약했어요 구매한 선풍기 미풍이 이전 선풍기 강풍보다 ？섦求？ 시원하고 가격대비 아주 좋네요,0,93,0,0,4
940,park******,윈드피아,선풍기,2011.07.19,5,일단 제가 처음 받았을때 조립 해야된다는 번거로움이 좀 있었습니다 아 역시 여자는 조립이랑은 거리가 먼건지 제가 잘 못하는걸까요 ㅠ 암튼 신랑이 설명서 보고 했네요 처음엔 괜찮더니 몇일 지나니까 갑자기 회전하면서 찍찍 소리가 납니다 ㅠ 귀 따가와요 ;;; 왜 이러는 걸까요 ㅠ 낼 업체 문의 해봐야 겠네요,0,170,0,0,0
941,dlrm********,윈드피아,선풍기,2016.06.21,5,실버색상 문안하니 딱좋구여ㅡ조립하는데 조금 해맸는데 완성하고 작동해보니 제대로 잘되네여 리모콘도 앙증맞고 시용하기 편할거같아여ㅡ본체 기둥엔 스치는 잔기스는 조금있는데 괜찮습니다,0,98,0,0,0
942,rtg4**,윈드피아,선풍기,2012.07.29,5,첨에소리가너무커서깜짝놀랫는데 같이일하는 쌤한테말해보니 다시잘조이라니까 다시보엿더니소리 덜나더라구용 갠춘한듯 ㅇ브랜드인지아닌지잘몰라서 고장나면좀 ㅜㅜ 슷플듯 ㅠ 자릇ㄹ게옹 갠춘,0,97,0,0,0
943,jinh******,윈드피아,선풍기,2016.07.11,5,리모콘있어서 편하고 아기가 있어 미세풍있는걸로 샀는데 바람세기 적당합니다ㅋ 풋터치로는 수면풍/ 자연풍을 선택할수없는게 좀 불편하긴한데 큰 문제는 없습니다. 디자인도 깔끔하니 좋습니다.,0,102,1,0,0
944,jueu***,윈드피아,선풍기,2011.08.13,5,16인치 스탠드로 구입했어요(구입당시 14인치일반이 품절.ㅠ) 100cm는넘는것같구요 하루종일 틀었던 적도있는데 모터가 그닥 미친듯한 뜨거움은 안느껴졌어요. 직접조립하는것빼곤좋아요,0,100,2,0,0
945,may7***,윈드피아,선풍기,2013.08.16,5,"집에 선풍기 가 있는데도 2대를 사서 4대를 돌립니다 제가 딱 사고 보니 좋았던건 스탠드형은 보통 작은 사이즈인데 이건 사이즈도 크고 바람도 쎄고, 아주.. 짱이네요 하나 더 사고 싶네요 바람이 세니 에어컨 앞에서 더 시원하게 바람을 돌려 주세요 작다고 무시할 게 아니고 가격도 참 저렴해서..^^ 무늬도 이쁘구요.. 안질려요.무늬가요",0,187,2,0,1
946,youn******,윈드피아,선풍기,2017.06.09,5,처음으로 윈드피아를 구입햇어요 구입하고 시간 없어 그냥 놔뒀는데 아들이 깔끔하게 조립햇네요 낮에 혼자집에 있긴 넘 더웠나봐요,0,69,0,2,0
947,summ******,윈드피아,선풍기,2019.08.01,5,박스가 찌그러져있어서 살짝 불안했지만 상품에는 이상이 없었음 생각보다 소음이별로없어요 리모컨도편하구요 조립도 쉽게 했어요,0,67,0,0,0
948,ssau******,윈드피아,선풍기,2011.07.11,5,워낙 가격이 싸다보니 걱정을 많이 했습니다. 막상 도착해서 조립하고 사용해보니 정말 싸게 잘샀다고 만족하고 있습니다. 스텐드형이라서 그런지 선풍기 날개도 커서 굉장히 시원하구요~~ 2개 샀는데 2개다 작동 잘됩니다. 싼 제품은 왠지 껄끄러워서 구매를 기피했었는데 만족합니다,0,152,2,0,1
949,khjp**,윈드피아,선풍기,2011.07.20,5,조립해노니 갠찮은데 진짜 첨에 배송왔을때 선풍기 지지하는 밑판? 보고 기절하는줄...무슨 흡사 곰팡이를응축시켜놓은것 같은 형상에;;; 신랑이랑 떡싨신 ㅋㅋㅋㅋㅋ진짜 싼값에 그냥 웃습니다ㅋㅋㅋ 여튼 배송은 빨랐어요 조립해놓으니 그럴싸해서 바람도 시언하니 걍 씁니다ㅋㅋㅋ근데 진짜 싼맛에 사실분만 사세요^^,0,169,2,0,1
950,dy50**,윈드피아,선풍기,2011.07.21,5,구매후기보고 불량품 받으면 어쩌나 걱정많이 했으나 선풍기 이상없었고 한대조립하는데 10분도안걸렸읍니다. 싼티는 어쩔수없고 바람은 엄청 셉니다. 다만 밤새도록 동작하니 열은남 ㅋㅋㅋ,0,100,0,0,1
951,wonj****************,윈드피아,선풍기,2018.07.26,5,가격대비 성능최고! 모델도 예쁘고 시원한 바람이 꼭 비싼 선풍기만 고집할 이유가 어디 있을까요? 싸고 좋은제품도 찾아보면 많이 있어요,0,74,0,0,1
952,can4***,윈드피아,선풍기,2013.07.11,5,조금 걱정하면서 4개를 사무실에서 쓸려고 주문 요즘 전기절약도 잇고 해서 구매 생각보다 선풍기도 이쁘고 조립도 간편해요 조용하고 단 전력이 3등급이라 이거만 1등급이면 너무 좋을것 같은 찾아도 없더라고요 심플하고 이뻐요 직원들이 다이쁘다고 하네요 잘쓸게요,0,142,0,0,1
953,chjk******,윈드피아,선풍기,2017.08.14,5,바닥에놓기엔 작은것같아서 책상에 올려두었는데 딱 보기좋을정도네요ㅎ 괜찮은 크기에요 날도 5개라 더 시원하다고 느껴지는걸까요ㅎ,0,69,0,0,0
954,sosk**,윈드피아,선풍기,2013.08.02,5,상품을 오늘 받았습니다. 디자인이 마음에 들고 크기도 적당한 거 같습니다. 그리고 바람세기두요~~^^ 다만 아쉬웠던 점은 설치에 대한 주의사항이 포함되었으면 좋겠습니다. 나사나 안전 클립 같은 것이 다 부착되어 있는지 모르고 별도로 온게 있나 없나 찾다가 조립이 조금 헤멨습니다. 그런 점에 대한 설명만 있다면 더욱 더 좋을 거 같습니다.,0,189,4,0,0
955,yona***,윈드피아,선풍기,2017.05.07,5,5월 황금연휴가 껴있는데두 빨리왔네묘 ㅎ ㅎ 상품잘돌아가구요 조립어렵지않았습니다. 깨끗하고 디자인예뿌고 가성비 굿굿! 많이파셔용 ^ ^,0,75,2,0,0
956,gran*******,윈드피아,선풍기,2011.07.28,5,우선디자인은 사진처럼 깔끔하고 예쁘구요.. 성능도 크기에비례해서 아주시원합니다. 다만 선풍기버튼이 약간 부실해보이긴하지만 머..리모콘형 선풍기이니 크게 상관없을듯~ 좋은제품감솨요~,0,100,2,0,2
957,viva***,윈드피아,선풍기,2014.06.20,5,해마다 에어컨 사용량이 급증하여 전기료가 고민거리였습니다. 이번에 구입한 선풍기는 쉽게 조립하고 가볍게 이동할수 있으며 소음이 적은 최고의 제품입니다. 가격이 저렴하고 추가 배송비도 없고 화이트계열의 믿을만한 선풍기 - 드디어 이 샵에서 구입했습니다. 최고입니다. 강추!,0,151,1,0,2
958,siri******,윈드피아,선풍기,2011.07.07,5,하루만에 배송되고 가볍고 일단 집에가서 조립후 사용해보니 좋네요 바람도 잘 노오고 다만 프로펠러쪽에 니스라도 좀 발라주시지 소리가 조금납니다 모터가 돌아갈대 새제품인지 냄새도 약간,0,100,0,0,0
959,sgh6***,윈드피아,선풍기,2011.05.30,5,싼가격 때문에 걱정했는데 원래 집에 있던것보다 바람이 훨씬쎄네요. 날개조립은 쉬웠는데 밑둥고정하는데 완전 힘들었는데 알고보니 밑에 고정나사 안풀러서 ㅡㅡ; 기능은 좋은데 디자인은ㅠ,0,100,0,0,0
960,shmw**,윈드피아,선풍기,2011.07.15,5,잘받았습니다. 선풍기 잘돌아가네요~ 근데 한가지 아쉬운 점은 배송박스가. 안전장치가 없어서 자칫 물건이 파손될까 염려스럽습니다. 무드등과 로얄도 재주문했는데 잘도착했음 좋겠습니다.,0,100,1,0,1
961,gjr2***,윈드피아,선풍기,2020.09.04,5,가격이싸고 품질이 우수하고 디자인이 심플하면서 예쁘고 배송이 무척이나 빠르면서 친절하시고 적극추천하고 재구매예정입니다,0,65,0,0,0
962,nili*****,윈드피아,선풍기,2011.07.19,5,는 것이 아니지만 우선 가격작인면에서 가장 큰장점이 잇다고 하겟습니다 경비실에 주려고 주말에 결제햇는데 화요일 오전에 도착햇네여 배송에 만족하니 상품도 하자없는게 마치 큰 이익인듯,0,100,0,0,0
963,god3***,윈드피아,선풍기,2012.07.09,5,5일에 주문해서 7일에 받았으니 배송은 적당한 편인거 같구요 제품 받아서 사용하려고 뜯었는데 조립형이라 살짝 당황했는데 복합한 정도의 조립이 아니라 여자인 저도 혼자서 조립했네요 ㅎㅎㅎ 디자인도 이쁘고 가격도 저렴하고 사용해보니 시원하고 ㅎㅎ 잘산거 같네요 ㅎ,0,145,0,0,0
964,ocpi***,윈드피아,선풍기,2011.07.12,5,조금 작은 감이 있으나 가격대비 나쁘지않음 마트같은데서 특가로 나오는 선풍기정도?? 메이커 선풍기 아닌거 치고는 맘에듬 바람도 잘나오고 시원하고 가격이나 배송도 굉장히만족합니다요,0,99,0,0,2
965,jull******,윈드피아,선풍기,2014.08.18,5,잘고른듯합니다^^ 조용하고 냄새도 없고.. 특히 날개가 많아선지 바람이 부드러워요. 수돗물로 샤워하다가 연수기로 샤워한 느낌. 넘 좋아서 두대 더 주문했어요. 감사합니다.,0,95,2,0,0
966,heo0***,윈드피아,선풍기,2011.07.19,5,역시 실제로 보고 산것이 아니라 생각보다 조금 커서 보고 살~짝 당황햇지만... 그래도 바람은 시원하고 좋아요^^ 조립도 간편하게 할 수 잇엇구요~~ 여자분들도쉽게할수잇는..^^ 하얀색감이란 디자인도 너무에쁘구여^^,0,120,9,0,0
967,noi8***,윈드피아,선풍기,2014.07.16,5,너무 저렴했고 질문란에 반품 교환이 많아 은근히 걱정했는데 막상 받아보니 조립도 완벽하고 색도 예쁘고 단순심플 하고 좋았습니다ㆍ저희 엄마도 좋아하시구요 ㅎ 만족합니다,0,92,1,0,0
968,hdc9***,윈드피아,선풍기,2015.08.16,5,"완전 좋음. 인터넷으로 몇번 선풍기 구매했었는데, 이번 윈드피아꺼는 정말 만족스럽네요. 작동중 흔들림도 전혀없고, 굉장히 안정적이에요 인터넷구매제품중 대 만족제품이라 후기남깁니다.",0,100,0,2,1
969,ryeo*****,윈드피아,선풍기,2019.05.29,5,일하는곳에서 사용하려고 주문했어요 택배상자 사이즈가 작아서 걱정했는데 작은 상자안에 야무지게 포장되어있네요^^ 제품하자없이 빠르게 잘 도착했구요 조립도 쉬워서 받자마자 잘 사용하고 있습니다,0,105,2,0,0
970,wldm******,윈드피아,선풍기,2013.07.16,5,"배송은 3일 걸린 것 같습니다. 미풍이 중풍같고, 중풍은 강풍같고, 강풍은 초강풍같네요;;ㅋㅋ소음도 나지만 옆사람한테 신경쓰일만큼은 아닌것같아요 선풍기소리가 커봤자 얼마나 크겠어요",0,100,0,0,1
971,cool*****,윈드피아,선풍기,2015.12.16,5,"성능 좋은 선풍기여요. 무더운 여름 선풍기를 사려고 하이**, 전자**...... 여기 저기 돌아다녔었죠.. 더움에 짜증나고 가격에 놀라 더 짜증나고 결국 구입하게된 선풍기 가격이 너무 싸서 성능과 견고함이 뒤지지 않을까 걱정했지만 고민 안녕~~ 엄청 시원하고 바람세기도 만족합니다. 좋은 제품 저렴하게 구입하게 해주셔서 감사감사~~~",0,187,9,0,3
972,sspn****,윈드피아,선풍기,2011.07.14,5,마트 한대가격으로 두대 구입했습니다. 꽃무늬모양은 이쁘네요. 소리도 조용하구요. 조립도 남자라면 쉽습니다. 날개무개가 안맞는지 일단에서 머리가 약간 떨리구요 이단부턴 괜찬습니다.,0,99,0,0,0
973,namk**,윈드피아,선풍기,2013.05.28,5,난 솔직한상풍평남김.이가격에 이런 선풍기 절대없음.소음도 이정도면 만족.수면풍은 완전 만족.아기 키울때초미풍보다 더좋음.단점은중국산모터라첨이라그런가모터타는냄새남.나중엔괜찬하지려나.,0,100,0,0,1
