,product_review_index,product_index,category_index,review_date,review_rating,newline_count,review_len,special_char_count,manufacturer_count,product_count,review_score,c1
111269,12341,125608,177867,2021-05-30,5,38,785,32,6,5,99,1.3821656050955413
111276,12342,125608,177867,2021-05-27,5,42,756,44,8,3,99,2.6574074074074074
111283,12343,125608,177867,2021-05-20,5,75,1756,81,20,8,99,4.0005694760820045
111332,12350,125608,177867,2021-03-19,5,32,946,34,0,3,99,1.2325581395348837
111402,12360,125608,177867,2020-05-04,5,40,832,66,6,5,99,5.308894230769231
111416,12362,125608,177867,2020-02-20,5,34,720,29,6,4,99,1.2402777777777778
111437,12365,125608,177867,2021-03-16,5,29,495,89,2,3,99,16.02828282828283
112293,12493,125608,177867,2020-05-24,5,28,878,32,4,2,99,1.1890660592255125
113096,12631,31051,21717,2021-03-26,5,128,1457,29,2,0,99,0.5806451612903226
113106,12632,125608,177867,2020-12-13,5,12,436,55,0,0,99,6.942660550458716
113315,12675,31051,21717,2020-02-13,5,23,347,47,0,0,99,6.371757925072046
113333,12679,31051,21717,2020-06-13,5,49,935,41,0,0,99,1.8
113406,12695,31051,21717,2020-09-26,5,40,516,106,0,0,99,21.77906976744186
114067,12822,73376,61422,2020-06-03,5,52,1112,67,8,9,99,4.16726618705036
114073,12823,73376,61422,2020-04-19,5,48,1234,40,16,16,99,1.7115072933549433
114091,12826,73376,61422,2020-01-15,5,61,1264,111,8,14,99,9.953322784810126
114195,12848,73376,61422,2020-02-15,5,32,870,81,0,8,99,7.6160919540229886
114338,12885,19142,6665,2021-02-21,5,60,735,49,2,1,99,3.273469387755102
114348,12887,19142,6665,2020-12-19,5,45,712,35,2,1,99,1.7275280898876404
114354,12888,19142,6665,2020-12-08,5,28,555,32,2,1,99,1.854054054054054
114365,12890,19142,6665,2021-01-13,5,44,755,46,2,0,99,2.809271523178808
114496,12915,19142,6665,2021-02-16,5,32,458,97,0,0,99,20.548034934497817
115109,13048,68425,140449,2021-05-09,5,85,1267,48,8,8,99,1.919494869771113
115131,13052,68425,140449,2020-12-28,5,74,1380,25,16,16,99,0.8239130434782609
115149,13055,68425,140449,2020-11-30,5,154,2367,88,10,11,99,3.365019011406844
115179,13060,68425,140449,2020-01-27,5,54,1612,48,0,6,99,1.4522332506203475
115191,13062,68425,140449,2019-10-15,5,83,1415,142,4,5,99,14.279151943462898
115197,13063,68425,140449,2020-01-18,5,50,1123,162,4,13,99,23.534283170080144
115209,13065,68425,140449,2021-02-14,5,32,564,52,6,5,99,4.902482269503546
115281,13077,68425,140449,2019-03-28,5,30,704,79,2,2,99,8.876420454545455
115347,13088,68425,140449,2020-05-24,5,29,511,65,4,3,99,8.317025440313111
115461,13107,68425,140449,2020-02-05,5,23,396,43,2,1,99,4.681818181818182
115525,13118,31051,21717,2019-07-01,5,17,502,146,0,0,99,42.46613545816733
115551,13122,68425,140449,2020-03-20,5,20,324,39,0,4,99,4.746913580246914
116515,13282,171553,159152,2021-05-14,5,131,2680,83,2,0,99,2.5723880597014928
116529,13284,171553,159152,2021-05-18,5,27,462,32,0,0,99,2.220779220779221
116550,13287,171553,159152,2021-05-14,5,131,2680,83,2,0,99,2.5723880597014928
116564,13289,171553,159152,2021-05-18,5,27,462,32,0,0,99,2.220779220779221
116578,13291,171553,159152,2020-12-08,5,32,610,53,2,0,99,4.613114754098361
116620,13297,171553,159152,2019-05-23,5,30,546,36,0,0,99,2.3772893772893773
116627,13298,171553,159152,2021-02-15,5,21,390,42,2,0,99,4.535897435897436
116634,13299,171553,159152,2019-03-23,5,23,403,33,0,0,99,2.707196029776675
116655,13302,171553,159152,2019-05-23,5,30,546,36,0,0,99,2.3772893772893773
116662,13303,171553,159152,2021-02-15,5,21,390,42,2,0,99,4.535897435897436
116669,13304,171553,159152,2019-03-23,5,23,403,33,0,0,99,2.707196029776675
116704,13309,171553,159152,2019-10-30,5,37,585,101,0,0,99,17.44102564102564
117049,13374,31051,21717,2021-01-25,5,16,243,39,2,0,99,6.279835390946502
117512,13476,54824,42619,2021-01-04,5,60,949,61,2,2,99,3.9293993677555323
117516,13477,54824,42619,2020-12-19,5,45,836,51,2,2,99,3.1208133971291865
117529,13480,54824,42619,2020-06-14,5,138,13100,332,6,3,99,8.417480916030534
117556,13486,54824,42619,2018-07-31,5,28,659,62,2,1,99,5.840667678300456
117601,13496,54824,42619,2020-12-10,5,22,393,30,0,0,99,2.295165394402036
117638,13504,54824,42619,2020-05-28,5,31,372,29,4,0,99,2.306451612903226
117663,13510,54824,42619,2020-12-28,5,26,599,107,0,1,99,19.11686143572621
117844,13552,98171,86123,2021-06-29,5,37,1488,60,0,7,99,2.452956989247312
117896,13564,98171,86123,2021-05-09,5,70,785,43,0,9,99,2.4598726114649683
117959,13578,98171,86123,2021-01-29,5,48,1036,55,0,14,99,3.11003861003861
117993,13585,98171,86123,2020-12-19,5,45,896,30,0,9,99,1.0959821428571428
118007,13588,98171,86123,2020-11-05,5,67,1472,87,0,19,99,5.387907608695652
118021,13591,98171,86123,2020-10-21,5,107,1100,85,0,12,99,6.7
118031,13593,98171,86123,2020-09-21,5,50,979,37,0,12,99,1.5464759959141983
118036,13594,98171,86123,2020-09-14,5,56,816,78,0,12,99,7.633578431372549
118040,13595,98171,86123,2020-09-02,5,28,804,29,0,9,99,1.1480099502487562
118044,13596,98171,86123,2020-08-29,5,42,977,70,0,13,99,5.18935516888434
118060,13600,98171,86123,2020-06-19,5,62,1315,66,0,20,99,3.617490494296578
118068,13602,98171,86123,2020-03-25,5,31,1181,58,0,18,99,3.123624047417443
118072,13603,98171,86123,2020-05-09,5,48,961,127,0,7,99,16.835587929240376
118084,13606,98171,86123,2020-07-15,5,55,830,127,0,10,99,19.55421686746988
118152,13623,98171,86123,2021-05-31,5,29,535,71,0,5,99,9.471028037383178
118160,13625,98171,86123,2020-06-18,5,58,622,34,0,9,99,1.9903536977491962
118172,13628,98171,86123,2020-07-24,5,44,628,93,0,7,99,13.851910828025478
118236,13644,98171,86123,2021-05-28,5,19,357,36,0,4,99,3.6778711484593836
118320,13665,98171,86123,2021-03-22,5,28,421,32,0,5,99,2.494061757719715
118416,13689,98171,86123,2021-03-01,5,49,874,35,0,12,99,1.5675057208237986
118444,13696,98171,86123,2020-09-10,5,16,468,31,0,10,99,2.269230769230769
118600,13737,98171,86123,2021-03-23,5,24,414,34,0,5,99,2.8550724637681157
118694,13761,98171,86123,2020-12-19,5,30,628,57,0,8,99,5.277070063694268
119045,13859,98171,86123,2021-01-22,5,19,520,31,0,9,99,2.0057692307692307
121583,14578,20548,6665,2021-01-26,5,41,665,51,6,1,99,3.9669172932330827
121848,14666,20548,6665,2021-03-12,5,2,202,87,0,0,57,37.48019801980198
122425,14914,173431,159152,2021-07-09,5,27,849,29,4,0,99,1.010600706713781
122464,14927,173431,159152,2020-11-13,5,61,2367,24,24,0,99,0.4871144909167723
122482,14932,173431,159152,2020-11-13,5,61,2367,24,24,0,99,0.4871144909167723
122494,14935,173431,159152,2020-09-29,5,87,1582,160,14,1,99,16.306573957016436
122506,14938,173431,159152,2020-12-16,5,30,699,67,4,0,99,6.446351931330472
122558,14951,173431,159152,2021-01-13,5,19,1010,41,6,0,99,1.700990099009901
122570,14954,173431,159152,2021-06-30,5,29,1467,41,8,0,99,1.1901840490797546
122750,14999,173431,159152,2020-10-08,5,43,1329,55,10,0,99,2.3521444695259595
122904,15030,173431,159152,2020-12-11,5,29,1125,23,18,0,99,0.7591111111111111
123336,15133,100171,86123,2021-02-20,5,66,977,44,0,0,99,1.9836233367451381
123348,15136,100171,86123,2020-06-29,5,38,886,67,0,5,99,5.095936794582393
123352,15137,100171,86123,2020-03-26,5,65,1525,35,0,15,99,0.9514754098360656
123356,15138,100171,86123,2020-05-27,5,80,867,73,0,9,99,6.2410611303344865
123360,15139,100171,86123,2020-02-16,5,32,880,67,0,1,99,5.103409090909091
123364,15140,100171,86123,2018-04-26,5,42,797,39,0,3,99,1.9209535759096612
123380,15144,100171,86123,2019-02-08,5,343,4192,83,0,1,99,1.6438454198473282
123404,15150,100171,86123,2019-01-14,5,38,647,48,0,4,99,3.587326120556414
123472,15167,100171,86123,2019-01-22,5,40,625,30,0,2,99,1.448
123484,15170,100171,86123,2021-04-19,5,25,369,31,0,1,99,2.6097560975609757
123676,15218,100171,86123,2021-04-10,5,20,520,32,0,5,99,2.019230769230769
123724,15230,100171,86123,2019-01-21,5,26,460,39,0,3,99,3.3282608695652174
123812,15252,100171,86123,2019-09-27,5,17,604,30,0,9,99,1.6258278145695364
123900,15274,100171,86123,2020-05-29,5,17,569,31,0,9,99,1.8330404217926186
124555,15438,42617,42619,2020-05-07,5,43,946,36,0,5,99,1.397463002114165
124672,15470,42617,42619,2018-06-15,5,72,1526,28,0,8,3,0.5563564875491481
124795,15504,42617,42619,2020-09-07,5,6,289,45,0,0,3,7.013840830449827
124815,15510,42617,42619,2021-06-17,5,18,438,35,0,4,99,2.835616438356164
124886,15536,42617,42619,2019-11-15,5,18,465,53,0,1,99,6.04516129032258
124902,15542,42617,42619,2021-07-03,5,41,403,42,0,1,99,4.382133995037221
125165,15621,42617,42619,2018-07-15,5,54,1139,30,0,15,99,0.9885864793678666
125804,15852,42617,42619,2020-06-17,5,3,416,36,0,6,99,3.204326923076923
125930,15886,42617,42619,2020-06-02,5,17,516,31,0,2,99,1.872093023255814
127489,16452,101754,86123,2021-05-06,5,42,863,71,18,9,99,6.310544611819235
127525,16470,101754,86123,2020-09-10,5,96,1075,32,4,0,99,0.9683720930232558
127529,16472,101754,86123,2020-05-17,5,148,3111,102,16,8,99,3.447123111539698
127531,16473,101754,86123,2020-04-28,5,40,915,18,26,0,99,1.0939890710382514
127533,16474,101754,86123,2020-05-10,5,60,1697,142,12,0,99,11.967589864466706
127535,16475,101754,86123,2020-02-01,5,124,6500,157,12,4,99,3.8167692307692307
127539,16477,101754,86123,2019-08-26,5,100,876,40,16,0,99,2.1198630136986303
127541,16478,101754,86123,2019-08-09,5,29,872,130,4,1,99,19.400229357798164
127549,16482,101754,86123,2021-05-11,5,20,368,36,6,3,99,3.6440217391304346
127561,16488,101754,86123,2021-02-23,5,41,473,40,8,3,99,3.536997885835095
127563,16489,101754,86123,2021-05-22,5,26,481,45,2,1,99,4.220374220374221
127599,16506,174564,159152,2021-05-12,5,43,1137,51,0,0,99,2.2893579595426563
127608,16509,174564,159152,2020-10-17,5,165,1904,67,0,0,99,2.358718487394958
127628,16514,174564,159152,2019-05-27,5,41,789,45,0,0,99,2.5690747782002537
127648,16519,174564,159152,2019-05-27,5,41,789,45,0,0,99,2.5690747782002537
127651,16520,101754,86123,2019-09-25,5,26,401,71,0,8,99,12.733167082294264
127751,16545,101754,86123,2021-01-13,5,33,584,45,2,0,99,3.4760273972602738
127971,16600,101754,86123,2019-12-03,5,27,919,48,10,0,99,2.616974972796518
127991,16605,101754,86123,2019-10-02,5,54,1068,43,12,4,99,1.8810861423220975
128419,16719,101754,86123,2020-08-03,5,26,565,37,4,2,99,2.4584070796460176
129712,17143,42617,42619,2021-03-02,5,36,716,44,10,7,99,2.9120111731843576
129742,17153,42617,42619,2020-02-04,5,12,763,28,4,6,99,1.0956749672346002
129748,17155,42617,42619,2019-03-29,5,91,2997,10,24,24,99,0.4177510844177511
129751,17156,42617,42619,2019-03-26,5,124,2990,66,8,26,99,1.7043478260869565
129769,17162,42617,42619,2019-04-22,5,95,1539,27,2,10,99,0.5412605588044185
129772,17163,42617,42619,2019-04-22,5,19,1547,52,22,10,99,2.125404007756949
130100,17280,37716,21717,2021-01-29,5,153,2743,14,26,0,99,0.3182646737149107
130228,17312,37716,21717,2020-11-26,5,18,271,48,4,0,99,8.564575645756458
130236,17314,37716,21717,2021-06-26,5,9,357,84,0,0,98,19.7703081232493
132875,18140,102871,86123,2020-08-19,5,38,1245,82,4,0,99,5.414457831325302
132877,18141,102871,86123,2019-10-05,5,39,704,50,2,0,99,3.5582386363636362
133096,18215,176655,159152,2021-06-22,5,113,1873,75,0,0,99,3.00427122263748
133111,18220,176655,159152,2021-06-22,5,113,1873,75,0,0,99,3.00427122263748
133137,18231,176655,159152,2020-09-25,5,39,604,168,0,0,99,46.7317880794702
133140,18232,176655,159152,2020-03-12,5,35,513,113,2,0,99,24.900584795321638
133150,18236,176655,159152,2020-09-25,5,39,604,168,0,0,99,46.7317880794702
133152,18237,176655,159152,2020-03-12,5,35,513,113,2,0,99,24.900584795321638
133377,18314,60047,42619,2019-12-02,5,40,1115,28,0,8,99,0.7614349775784753
133490,18342,102871,86123,2021-03-15,5,13,277,39,0,0,99,5.498194945848375
134260,18552,60047,42619,2020-09-22,5,4,144,29,0,1,99,5.854166666666667
135562,19189,39992,21717,2021-03-15,5,12,268,31,0,0,88,3.593283582089552
136673,19831,96199,86123,2021-06-29,5,87,965,49,4,13,99,2.6797927461139897
136674,19832,96199,86123,2021-05-26,5,88,959,38,6,19,99,1.9197080291970803
136680,19838,96199,86123,2021-04-12,5,51,1221,20,4,24,99,0.8124488124488124
136683,19841,96199,86123,2021-03-25,5,54,1238,49,2,22,99,2.3336025848142166
136688,19846,96199,86123,2021-02-19,5,71,1325,199,14,14,99,30.183396226415095
136691,19849,96199,86123,2021-02-14,5,16,928,3,22,20,99,0.9622844827586207
136692,19850,96199,86123,2021-02-11,5,95,1020,43,4,16,99,2.0794117647058825
136693,19851,96199,86123,2021-02-09,5,36,1236,100,14,16,99,8.45631067961165
136695,19853,96199,86123,2021-01-05,5,97,1277,97,6,13,99,7.52858261550509
136698,19856,96199,86123,2020-12-30,5,18,1061,5,16,27,99,0.9519321394910462
136703,19861,96199,86123,2020-12-02,5,40,1255,45,6,10,99,1.7219123505976095
136704,19862,96199,86123,2020-11-20,5,52,1108,54,6,6,99,2.696750902527076
136705,19863,96199,86123,2020-11-17,5,65,1244,192,14,13,99,29.926848874598072
136706,19864,96199,86123,2020-10-24,5,64,1312,193,12,12,99,28.610518292682926
136709,19867,96199,86123,2020-10-12,5,101,1393,147,6,18,99,15.770997846374732
136711,19869,96199,86123,2020-07-07,5,50,1169,71,4,9,99,4.395209580838324
136712,19870,96199,86123,2020-06-26,5,71,1040,137,10,9,99,18.221153846153847
136714,19872,96199,86123,2020-05-19,5,80,1631,140,8,21,99,12.326793378295525
136715,19873,96199,86123,2020-07-29,5,39,988,71,2,6,99,5.142712550607287
136716,19874,96199,86123,2020-07-26,5,76,1109,57,0,14,99,3.107303877366997
136717,19875,96199,86123,2020-05-03,5,57,858,115,2,5,99,15.447552447552448
136718,19876,96199,86123,2020-04-29,5,49,966,123,2,11,99,15.790890269151138
136719,19877,96199,86123,2020-07-20,5,70,1174,135,4,13,99,15.681431005110733
136722,19880,96199,86123,2020-07-14,5,85,1355,138,8,19,99,14.368265682656826
136723,19881,96199,86123,2020-04-30,5,66,1405,139,6,16,99,13.959430604982206
136724,19882,96199,86123,2020-07-12,5,81,1315,136,16,20,99,14.56425855513308
136725,19883,96199,86123,2020-03-17,5,74,1101,114,2,7,99,11.851952770208902
136726,19884,96199,86123,2020-04-24,5,73,1910,134,6,38,99,10.175916230366493
136727,19885,96199,86123,2020-05-07,5,63,1199,143,16,12,99,17.388657214345287
136728,19886,96199,86123,2020-03-08,5,41,1728,67,8,25,99,2.9965277777777777
136729,19887,96199,86123,2020-06-03,5,114,1486,144,6,13,99,14.092193808882907
136730,19888,96199,86123,2020-04-19,5,104,1665,93,2,24,99,5.542942942942943
136731,19889,96199,86123,2020-02-08,5,29,857,56,0,7,99,3.7176196032672113
136732,19890,96199,86123,2020-04-01,5,27,1166,70,2,23,99,4.659519725557462
136733,19891,96199,86123,2019-10-08,5,81,1871,141,0,13,99,10.716729021913416
136734,19892,96199,86123,2020-04-06,5,33,1072,67,6,14,99,4.4039179104477615
136735,19893,96199,86123,2020-04-16,5,55,1400,138,6,20,99,13.914285714285715
136736,19894,96199,86123,2020-04-15,5,56,1065,32,6,11,99,1.1089201877934272
136737,19895,96199,86123,2019-04-15,5,35,939,44,16,17,99,2.642172523961661
136738,19896,96199,86123,2020-01-08,5,41,906,31,0,12,99,1.2207505518763797
136739,19897,96199,86123,2019-09-18,5,83,1755,149,0,12,99,12.732763532763533
136740,19898,96199,86123,2019-05-30,5,138,1961,7,4,35,99,0.6578276389597144
136741,19899,96199,86123,2019-04-15,5,68,899,13,12,26,99,1.100111234705228
136759,19909,96199,86123,2021-05-02,5,85,419,38,4,5,99,3.544152744630072
136765,19912,96199,86123,2020-03-09,5,28,555,42,2,6,99,3.2504504504504506
136771,19915,96199,86123,2021-05-26,5,18,221,42,0,2,99,8.004524886877828
136781,19920,96199,86123,2021-01-29,5,20,457,31,6,9,99,2.358862144420131
136799,19929,96199,86123,2020-10-17,5,58,1168,94,14,14,99,7.9006849315068495
136815,19937,96199,86123,2020-01-11,5,39,1155,39,18,23,99,2.0554112554112556
136841,19950,96199,86123,2020-02-25,5,31,471,34,10,15,99,3.1443736730360934
136867,19963,96199,86123,2021-03-29,5,15,224,37,0,1,96,6.120535714285714
136931,19995,96199,86123,2020-02-26,5,66,954,33,2,13,99,1.3228511530398324
136935,19997,96199,86123,2020-01-18,5,56,1386,64,18,23,99,3.5707070707070705
136975,20017,96199,86123,2019-09-09,5,13,251,52,2,4,99,10.852589641434262
136999,20029,96199,86123,2020-09-08,5,31,555,40,6,8,99,3.063063063063063
137053,20056,96199,86123,2020-01-22,5,70,1155,52,8,17,99,2.6467532467532466
137141,20100,96199,86123,2020-05-22,5,53,1024,63,8,20,99,4.3291015625
137161,20110,96199,86123,2021-05-28,5,25,387,54,2,5,99,7.609819121447028
137681,20402,41292,21717,2021-05-15,5,30,598,29,0,0,99,1.4096989966555185
137685,20404,41292,21717,2019-12-21,5,24,720,29,0,0,99,1.1708333333333334
137691,20407,41292,21717,2021-05-15,5,30,598,29,0,0,99,1.4096989966555185
137695,20409,41292,21717,2019-12-21,5,24,720,29,0,0,99,1.1708333333333334
138001,20589,41292,21717,2020-01-19,5,14,367,79,0,0,99,17.010899182561307
139256,21632,106252,86123,2021-07-09,5,25,539,47,0,1,99,4.1020408163265305
139257,21633,106252,86123,2021-07-03,5,16,374,30,0,2,99,2.4197860962566846
139265,21641,106252,86123,2020-12-14,5,43,794,79,0,0,99,7.86272040302267
139266,21642,106252,86123,2020-11-29,5,49,938,174,0,1,99,32.279317697228144
139272,21648,106252,86123,2020-02-13,5,40,741,70,0,1,99,6.615384615384615
139273,21649,106252,86123,2021-05-18,5,20,359,29,0,4,99,2.3899721448467965
139276,21652,106252,86123,2021-05-15,5,14,334,36,0,1,94,3.8862275449101795
139277,21653,106252,86123,2020-11-24,5,33,617,60,0,2,99,5.842787682333873
139278,21654,106252,86123,2020-11-02,5,32,635,61,0,0,99,5.862992125984252
139280,21656,106252,86123,2020-11-05,5,37,720,144,0,0,99,28.802777777777777
139283,21659,106252,86123,2020-10-13,5,37,695,151,0,0,99,32.810071942446044
139284,21660,106252,86123,2020-11-05,5,30,576,56,0,1,99,5.447916666666667
139288,21664,106252,86123,2021-06-01,5,28,310,50,0,2,79,8.080645161290322
139292,21668,106252,86123,2020-02-10,5,29,551,59,0,3,99,6.335753176043557
139296,21672,106252,86123,2020-10-17,5,26,506,54,0,4,99,5.796442687747035
139298,21674,106252,86123,2020-11-20,5,25,468,41,0,1,99,3.5961538461538463
139299,21675,106252,86123,2021-01-12,5,24,418,38,0,1,99,3.45933014354067
139302,21678,106252,86123,2020-02-22,5,24,449,54,0,1,99,6.498886414253898
139371,21747,106252,86123,2020-07-07,5,25,616,29,0,1,99,1.3685064935064934
140197,22972,108252,86123,2021-06-26,5,24,920,21,12,19,99,1.0282608695652173
140198,22973,108252,86123,2021-06-10,5,158,958,43,6,24,99,2.568893528183716
140201,22976,108252,86123,2020-09-01,5,54,1197,36,2,19,99,1.3876357560568087
140202,22977,108252,86123,2020-08-21,5,54,944,85,6,14,99,7.899364406779661
140203,22978,108252,86123,2020-08-21,5,38,800,149,4,10,99,27.89625
140205,22980,108252,86123,2020-03-21,5,41,1312,55,2,20,99,2.613567073170732
140206,22981,108252,86123,2020-05-01,5,98,1536,89,0,6,99,5.180989583333333
140207,22982,108252,86123,2019-11-08,5,24,1118,54,0,18,99,2.8989266547406083
140222,22997,108252,86123,2021-03-21,5,51,340,37,4,7,99,4.2176470588235295
140240,23015,108252,86123,2020-04-23,5,29,652,94,2,6,99,13.613496932515337
140243,23018,108252,86123,2020-04-23,5,26,638,92,0,5,99,13.307210031347962
140268,23043,108252,86123,2019-10-07,5,58,952,52,6,14,99,3.0840336134453783
141324,24464,109393,86123,2021-06-29,5,32,1626,87,0,1,99,4.6562115621156215
141325,24465,109393,86123,2021-06-26,5,39,998,118,0,1,99,13.953907815631263
141326,24466,109393,86123,2021-06-22,5,55,992,96,0,0,99,9.29233870967742
141334,24474,109393,86123,2021-06-15,5,27,695,85,0,0,99,10.398561151079136
141339,24479,109393,86123,2021-05-24,5,62,1876,36,0,0,99,0.6918976545842217
141351,24491,109393,86123,2021-02-25,5,41,854,36,0,1,99,1.5199063231850116
141355,24495,109393,86123,2021-05-23,5,24,557,96,0,1,99,16.549371633752244
141357,24497,109393,86123,2021-02-11,5,58,1324,101,0,1,99,7.70619335347432
141360,24500,109393,86123,2021-02-08,5,68,1851,167,0,2,99,15.06969205834684
141375,24515,109393,86123,2021-06-05,5,16,320,89,0,1,99,24.759375
141377,24517,109393,86123,2021-05-11,5,21,423,37,0,0,98,3.2411347517730498
141379,24519,109393,86123,2021-03-20,5,32,571,39,0,0,5,2.6672504378283715
141385,24525,109393,86123,2021-03-02,5,41,763,49,0,2,99,3.1533420707732636
141391,24531,109393,86123,2021-05-28,5,43,784,66,0,1,99,5.558673469387755
141394,24534,109393,86123,2021-05-30,5,14,266,45,0,0,83,7.620300751879699
141422,24562,109393,86123,2021-05-24,5,18,662,42,0,0,99,2.6676737160120845
141456,24596,109393,86123,2021-05-15,5,24,679,31,0,1,99,1.4182621502209132
